original_text,from,original_label,split_text
你猜我是不是呀了,不愿配合,109,你 猜 我 是不是 呀 了
你猜我是不是呀啦,不愿配合,109,你 猜 我 是不是 呀 啦
你猜我是不是呀哈,不愿配合,109,你 猜 我 是不是 呀 哈
你猜我是不是呀嗯,不愿配合,109,你 猜 我 是不是 呀 嗯
你猜我是不是呀啊,不愿配合,109,你 猜 我 是不是 呀 啊
你猜我是不是呀阿,不愿配合,109,你 猜 我 是不是 呀 阿
你猜我是不是呀，没意思,不愿配合,109,你 猜 我 是不是 呀   没意思
你猜我是不是呀,不愿配合,109,你 猜 我 是不是 呀
你猜呢,不愿配合,109,你 猜 呢
你猜嘛,不愿配合,109,你 猜 嘛
你猜猜看,不愿配合,109,你 猜猜看
你猜吧,不愿配合,109,你 猜 吧
你猜,不愿配合,109,你 猜
嫩瞎扯淡,不愿配合,109,嫩 瞎 扯淡
脑子有病吧哇,不愿配合,109,脑子 有病 吧 哇
脑子有病吧没意思,不愿配合,109,脑子 有病 吧 没意思
脑子有病吧哈,不愿配合,109,脑子 有病 吧 哈
脑子有病吧吧,不愿配合,109,脑子 有病 吧 吧
脑子有病吧，没意思,不愿配合,109,脑子 有病 吧   没意思
脑子有病吧,不愿配合,109,脑子 有病 吧
脑壳有病,不愿配合,109,脑壳 有病
美女，帮帮忙楼,不愿配合,109,美女   帮帮忙 楼
没求得钱啥，你是不是傻哇,不愿配合,109,没 求得 钱 啥   你 是不是 傻哇
没求得钱啥，你是不是傻哈哈哈,不愿配合,109,没 求得 钱 啥   你 是不是 傻 哈哈哈
没求得钱啥，你是不是傻哈,不愿配合,109,没 求得 钱 啥   你 是不是 傻哈
没求得钱啥，你是不是傻阿,不愿配合,109,没 求得 钱 啥   你 是不是 傻 阿
没求得钱啥，你是不是傻，没意思,不愿配合,109,没 求得 钱 啥   你 是不是 傻   没意思
没求得钱啥，你是不是傻,不愿配合,109,没 求得 钱 啥   你 是不是 傻
没空,不愿配合,109,没空
没得什么好说的,不愿配合,109,没 得 什么 好 说 的
就是死,不愿配合,109,就是 死
就不告诉你，就不告诉你~,不愿配合,109,就 不 告诉 你   就 不 告诉 你  
讲真的,不愿配合,109,讲 真的
简直不知道你在说什么,不愿配合,109,简直 不 知道 你 在 说 什么
继续猜,不愿配合,109,继续 猜
哼哼呢,不愿配合,109,哼哼 呢
哼哼了,不愿配合,109,哼哼 了
哼哼啦,不愿配合,109,哼哼 啦
哼哼哈哈哈,不愿配合,109,哼哼 哈哈哈
哼哼嗯,不愿配合,109,哼哼 嗯
哼哼唉,不愿配合,109,哼哼 唉
哼哼阿,不愿配合,109,哼哼 阿
哼哼，没意思,不愿配合,109,哼哼   没意思
哼哼,不愿配合,109,哼哼
哼,不愿配合,109,哼
和你有些不搭,不愿配合,109,和 你 有些 不 搭
好恶心，想吐呢,不愿配合,109,好 恶心   想 吐 呢
好恶心，想吐没意思,不愿配合,109,好 恶心   想 吐 没意思
好恶心，想吐啦,不愿配合,109,好 恶心   想 吐 啦
好恶心，想吐嗯,不愿配合,109,好 恶心   想 吐 嗯
好恶心，想吐，没意思,不愿配合,109,好 恶心   想 吐   没意思
真的想吐了,不愿配合,109,真的 想 吐 了
这样有意义吗,不愿配合,109,这样 有 意义 吗
这样有意思吗,不愿配合,109,这样 有意思 吗
这样是没有意义的没意思,不愿配合,109,这样 是 没有 意义 的 没意思
这样是没有意义的了,不愿配合,109,这样 是 没有 意义 的 了
这样是没有意义的嗯,不愿配合,109,这样 是 没有 意义 的 嗯
这样是没有意义的阿,不愿配合,109,这样 是 没有 意义 的 阿
这样是没有意义的，没意思,不愿配合,109,这样 是 没有 意义 的   没意思
这么求多问题焉,不愿配合,109,这么 求多 问题 焉
这么求多问题没意思,不愿配合,109,这么 求多 问题 没意思
这么求多问题嗯,不愿配合,109,这么 求多 问题 嗯
这么求多问题吧,不愿配合,109,这么 求多 问题 吧
这么求多问题，没意思,不愿配合,109,这么 求多 问题   没意思
这么求多问题,不愿配合,109,这么 求多 问题
我没心情,不愿配合,109,我 没 心情
可不可以请我吃饭,不愿配合,109,可不可以 请 我 吃饭
哈哈哇,不愿配合,109,哈哈 哇
哈哈呢,不愿配合,109,哈哈 呢
哈哈了,不愿配合,109,哈哈 了
哈哈哈哈哈,不愿配合,109,哈哈哈 哈哈
哈哈哈,不愿配合,109,哈哈哈
哈哈嗯,不愿配合,109,哈哈 嗯
哈哈阿,不愿配合,109,哈哈 阿
哈哈？,不愿配合,109,哈哈 ？
哈哈，你好搞笑,不愿配合,109,哈哈   你好 搞笑
哈哈，你菜,不愿配合,109,哈哈   你 菜
哈哈,不愿配合,109,哈哈
滚远点,不愿配合,109,滚远点
滚犊子,不愿配合,109,滚 犊子
滚,不愿配合,109,滚
鬼扯哟,不愿配合,109,鬼扯 哟
关我屁事,不愿配合,109,关 我 屁事
关你什么事,不愿配合,109,关 你 什么 事
关你屁事,不愿配合,109,关 你 屁事
瓜戳戳的,不愿配合,109,瓜 戳戳 的
搞什么搞,不愿配合,109,搞 什么 搞
烦死了,不愿配合,109,烦死 了
烦不烦,不愿配合,109,烦不烦
烦,不愿配合,109,烦
对不起，我不方便这么做呀,不愿配合,109,对不起   我 不 方便 这么 做 呀
对不起，我不方便这么做呗,不愿配合,109,对不起   我 不 方便 这么 做 呗
对不起，我不方便这么做按,不愿配合,109,对不起   我 不 方便 这么 做 按
对不起，我不方便这么做啊,不愿配合,109,对不起   我 不 方便 这么 做 啊
对不起，我不方便这么做,不愿配合,109,对不起   我 不 方便 这么 做
对不起，你拨打的号码已关机,不愿配合,109,对不起   你 拨打 的 号码 已 关机
对不起，你拨打的号码不在服务区,不愿配合,109,对不起   你 拨打 的 号码 不 在 服务区
对不起，你拨打的号码把你拉入了黑名单,不愿配合,109,对不起   你 拨打 的 号码 把 你 拉入 了 黑名单
点都不乖,不愿配合,109,点 都 不乖
到点了，再说。,不愿配合,104,到 点 了   再说 。
大家都是靠运气吃饭，你们就去找下一个倒霉鬼吧,不愿配合,109,大家 都 是 靠 运气 吃饭   你们 就 去 找 下 一个 倒霉鬼 吧
打我电话爪子,不愿配合,101,打 我 电话 爪子
打我电话干什么,不愿配合,101,打 我 电话 干什么
出问题经过大脑哈哈哈,不愿配合,109,出 问题 经过 大脑 哈哈哈
出问题经过大脑嗯,不愿配合,109,出 问题 经过 大脑 嗯
出问题经过大脑吧,不愿配合,109,出 问题 经过 大脑 吧
出问题经过大脑，没意思,不愿配合,109,出 问题 经过 大脑   没意思
出问题经过大脑,不愿配合,109,出 问题 经过 大脑
吃错药了吧,不愿配合,109,吃错药 了 吧
操呀,不愿配合,109,操 呀
操没意思,不愿配合,109,操 没意思
操嗯,不愿配合,109,操 嗯
操阿,不愿配合,109,操 阿
猜猜看,不愿配合,109,猜猜看
擦,不愿配合,109,擦
不知道我是谁，给我打什么电话？,不愿配合,109,不 知道 我 是 谁   给 我 打 什么 电话 ？
不知道该干嘛,不愿配合,109,不 知道 该 干嘛
不知道啊,不愿配合,109,不 知道 啊
不知道,不愿配合,109,不 知道
不知,不愿配合,109,不知
不要再打过来了,不愿配合,109,不要 再 打 过来 了
不要给家打电话,不愿配合,109,不要 给家 打电话
不要的,不愿配合,109,不要 的
不要打了,不愿配合,109,不要 打 了
不晓得,不愿配合,109,不 晓得
不想说话,不愿配合,109,不想 说话
不说了哦,不愿配合,109,不 说 了 哦
不说话,不愿配合,109,不 说话
不说,不愿配合,109,不说
不会是你搞错了哇,不愿配合,109,不会 是 你 搞错 了 哇
不好意思，你打错电话了,不愿配合,109,不好意思   你 打错 电话 了
别打过来了,不愿配合,109,别 打 过来 了
报警了,不愿配合,109,报警 了
拜拜,不愿配合,109,拜拜
操你大爷,不愿配合,109,操 你 大爷
日你大爷,不愿配合,109,日 你 大爷
干你娘,不愿配合,109,干 你 娘
日你妈,不愿配合,109,日 你 妈
你生的儿子没屁眼儿,不愿配合,109,你生 的 儿子 没 屁眼儿
日你祖宗,不愿配合,109,日 你 祖宗
卧槽,不愿配合,109,卧槽
滚你妈的,不愿配合,109,滚 你 妈 的
我草,不愿配合,109,我草
我艹你妈,不愿配合,109,我 艹 你 妈
缓缓行不行,讨价还价,100,缓缓 行不行
能不能分期还？,讨价还价,100,能 不能 分期 还 ？
我可以再分期还不？,讨价还价,100,我 可以 再 分期 还 不 ？
我应该还没有逾期两个月哦,讨价还价,100,我 应该 还 没有 逾期   哦
滞纳金能不能省掉,讨价还价,100,滞纳金 能 不能 省掉
能不能先还一半，后面的分期,讨价还价,100,能 不能 先 还 一半   后面 的 分期
能不能再优惠点儿,讨价还价,100,能 不能 再 优惠 点儿
能不能把利息减免再无息分期？,讨价还价,100,能 不能 把 利息 减免 再 无息 分期 ？
优惠力度大不大,讨价还价,100,优惠 力度 大不大
明显还可以再优惠点儿,讨价还价,100,明显 还 可以 再 优惠 点儿
能不能换个长点儿的还款周期呢,讨价还价,100,能 不能 换个 长 点儿 的 还款 周期 呢
万一我还了，你们又说还是利息和滞纳金呢,讨价还价,100,万一 我 还 了   你们 又 说 还是 利息 和 滞纳金 呢
你怎么证明给我减免啊？,讨价还价,100,你 怎么 证明 给 我 减免 啊 ？
还有没有更低的方案,讨价还价,100,还有 没有 更 低 的 方案
只愿还本金,讨价还价,100,只愿 还 本金
只还本金,讨价还价,100,只 还 本金
这个时间紧啊,讨价还价,100,这个 时间 紧 啊
这个金额可不可以再少点,讨价还价,100,这个 金额 可不可以 再少点
这个减免。我也法处理，,讨价还价,100,这个 减免 。 我 也 法 处理  
占时没钱，不知道能不能借到,讨价还价,100,占时 没钱   不 知道 能 不能 借 到
之前没钱,讨价还价,100,之前 没 钱
正在想办法,讨价还价,100,正在 想 办法
正在凑钱,讨价还价,100,正在 凑钱
这个，我一定尽量,讨价还价,100,这个   我 一定 尽量
在想想办法吧,讨价还价,100,在 想想 办法 吧
再想想,讨价还价,100,再 想想
再说说，免啥子？,讨价还价,100,再说 说   免 啥子 ？
再看看,讨价还价,100,再 看看
再等等等吧,讨价还价,100,再 等等 等 吧
预支工资,讨价还价,100,预支 工资
又不是不还,讨价还价,100,又 不是 不 还
有一个工程款要结有钱了立马还,讨价还价,100,有 一个 工程款 要结 有钱 了 立马 还
有点困难,讨价还价,100,有点 困难
银行已经关门，我过段时间在处理，,讨价还价,100,银行 已经 关门   我 过段时间 在 处理  
银行卡被冻结了过几天解封就还,讨价还价,100,银行卡 被 冻结 了 过 几天 解封 就 还
银行抵押贷款没有下来,讨价还价,100,银行 抵押 贷款 没有 下来
也许可以,讨价还价,100,也许 可以
也许吧,讨价还价,100,也许 吧
也许,讨价还价,100,也许
也不差这几天,讨价还价,100,也 不差 这 几天
要去借钱,讨价还价,100,要 去 借钱
要减免下,讨价还价,100,要 减免 下
需要时间,讨价还价,100,需要 时间
小孩这两天开学学费,讨价还价,100,小孩 这 两天 开学 学费
想办法借钱,讨价还价,100,想 办法 借钱
想办法还,讨价还价,100,想 办法 还
现在在开车明天我会还一部分的,讨价还价,100,现在 在 开车   我会 还 一部分 的
现在在高速，过两天处理,讨价还价,100,现在 在 高速     处理
现在钱还没到,讨价还价,100,现在 钱 还 没到
现在没这多钱，后天吧,讨价还价,100,现在 没 这 多 钱     吧
现在没钱先处理部分,讨价还价,100,现在 没钱 先 处理 部分
先换一部分,讨价还价,100,先换 一部分
先还二百,讨价还价,100,先 还 二百
下星期一协商,其他通讯方式,104,下 星期一 协商
下星期一打我电话,讨价还价,104,下 星期一 打 我 电话
我做生意失败了，现在在找工作！,讨价还价,100,我 做生意 失败 了   现在 在 找 工作 ！
我周转一下回复你,讨价还价,100,我 周转 一下 回复 你
我周转一下！,讨价还价,100,我 周转 一下 ！
我周转看看,讨价还价,100,我 周转 看看
我知道我去想办法,讨价还价,100,我 知道 我 去 想 办法
我只能是尽量,讨价还价,100,我 只能 是 尽量
我只还本金,讨价还价,100,我 只 还 本金
我这边再看看,讨价还价,100,我 这边 再 看看
我找我朋友问问,讨价还价,100,我 找 我 朋友 问问
我找我朋友借点看看,讨价还价,100,我 找 我 朋友 借点 看看
我在咨询一下,讨价还价,100,我 在 咨询 一下
我在想想办法,讨价还价,100,我 在 想想 办法
我在想想吧,讨价还价,100,我 在 想想 吧
我在考虑考虑一下,讨价还价,100,我 在 考虑 考虑一下
我在考虑考虑,讨价还价,100,我 在 考虑 考虑
我在等发工资,讨价还价,100,我 在 等 发工资
我在打官司，工程款拿来就还,讨价还价,100,我 在 打官司   工程款 拿来 就 还
我在凑钱,讨价还价,100,我 在 凑钱
我再想想办法吧,讨价还价,100,我 再 想想 办法 吧
我再想想,讨价还价,100,我 再 想想
我再去凑凑,讨价还价,100,我 再 去 凑凑
我再考虑下吧,讨价还价,100,我 再 考虑 下 吧
我有钱自然会还,讨价还价,100,我 有钱 自然 会 还
我有钱了肯定会处理,讨价还价,100,我 有钱 了 肯定 会 处理
我有钱就去还,讨价还价,100,我 有钱 就 去 还
我有钱就还.,讨价还价,100,我 有钱 就 还  
我一定想办法,讨价还价,100,我 一定 想 办法
我一定给你办好,讨价还价,100,我 一定 给 你 办好
我也想还，但我现在真的很困难,讨价还价,100,我 也 想 还   但 我 现在 真的 很 困难
我也很想还,讨价还价,100,我 也 很 想 还
我也不知道朋友钱今天能不能到,讨价还价,100,我 也 不 知道 朋友 钱   能 不能 到
我也不知道，钱还没到账,讨价还价,100,我 也 不 知道   钱 还 没到 账
我要和家人商量一下！,讨价还价,100,我要 和 家人 商量一下 ！
我想想办法,讨价还价,100,我 想想 办法
我想想吧,讨价还价,100,我 想想 吧
我想想,讨价还价,100,我 想想
我想还只是现在没钱,讨价还价,100,我 想 还 只是 现在 没 钱
我想还没有钱,讨价还价,100,我 想 还 没有 钱
我想法子,讨价还价,100,我 想法子
我想办法看看,讨价还价,100,我 想 办法 看看
我想办法发筹钱,讨价还价,100,我 想 办法 发筹 钱
我想办法,讨价还价,100,我 想 办法
