文本,类别,Idclassfier,ifknowdebtor,causedebt,willingtopay,cutdebt,installation,setdueday,对策
明天再还xxx款,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
明天还款,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
明天还,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
没问题的,确认数额,1,1,0,0,0,0,0,欠款信息在app可查，重复问题
没问题,确认数额,1,1,0,0,0,0,0,欠款信息在app可查，重复问题
马上去处理,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
马上还款,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
马上处理,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
妈的，说会还的，不要在给我打,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
利息有多少呢,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
今天会处理的,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
多少欠款,确认数额,0,0,0,0,0,0,0,欠款信息在app可查，重复问题
直接说事,请求重复,0,0,0,0,0,0,0,重复问题
这名字没听清,请求重复,0,0,0,0,0,0,0,重复问题
这里信号不好，听不清,请求重复,0,0,0,0,0,0,0,重复问题
这里信号不好,请求重复,0,0,0,0,0,0,0,重复问题
这儿信号差，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
这边太吵了，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
这边太吵,请求重复,0,0,0,0,0,0,0,重复问题
找谁？,请求重复,0,0,0,0,0,0,0,重复问题
找谁,请求重复,0,0,0,0,0,0,0,重复问题
找哪个喃？,请求重复,0,0,0,0,0,0,0,重复问题
找哪个？,请求重复,0,0,0,0,0,0,0,重复问题
怎么听不到说话,请求重复,0,0,0,0,0,0,0,重复问题
怎么听不到你说话,请求重复,0,0,0,0,0,0,0,重复问题
怎么说话断断续续的,请求重复,0,0,0,0,0,0,0,重复问题
怎么那么吵啊,请求重复,0,0,0,0,0,0,0,重复问题
怎么回事啊？,请求重复,0,0,0,0,0,0,0,重复问题
怎么回事，听不清,请求重复,0,0,0,0,0,0,0,重复问题
噪音太大了,请求重复,0,0,0,0,0,0,0,重复问题
在外面听不见,请求重复,0,0,0,0,0,0,0,重复问题
在外面太吵了,请求重复,0,0,0,0,0,0,0,重复问题
在说一次,请求重复,0,0,0,0,0,0,0,重复问题
在说一遍,请求重复,0,0,0,0,0,0,0,重复问题
在上班,请求重复,0,0,0,0,0,0,0,重复问题
在高速上信号不好,请求重复,0,0,0,0,0,0,0,重复问题
再说一次,请求重复,0,0,0,0,0,0,0,重复问题
再说一遍？,请求重复,0,0,0,0,0,0,0,重复问题
再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
再慢点,请求重复,0,0,0,0,0,0,0,重复问题
再讲一次？,请求重复,0,0,0,0,0,0,0,重复问题
杂音大,请求重复,0,0,0,0,0,0,0,重复问题
雨太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
有有,请求重复,0,0,0,0,0,0,0,重复问题
有事说事,请求重复,0,0,0,0,0,0,0,重复问题
有电流音我听不清,请求重复,0,0,0,0,0,0,0,重复问题
有,请求重复,0,0,0,0,0,0,0,重复问题
呦呦呦,请求重复,0,0,0,0,0,0,0,重复问题
信号怎么那么差,请求重复,0,0,0,0,0,0,0,重复问题
信号已经是空气了。听不见,请求重复,0,0,0,0,0,0,0,重复问题
信号太差了,请求重复,0,0,0,0,0,0,0,重复问题
信号不太好，再说吧,请求重复,0,0,0,0,0,0,0,重复问题
信号不少，稍等,请求重复,0,0,0,0,0,0,0,重复问题
信号不好再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
信号不好我听不清,请求重复,0,0,0,0,0,0,0,重复问题
信号不好听不清,请求重复,0,0,0,0,0,0,0,重复问题
信号不好听不见挂电话,请求重复,0,0,0,0,0,0,0,重复问题
信号不好你说什么,请求重复,0,0,0,0,0,0,0,重复问题
信号不好你说啥,请求重复,0,0,0,0,0,0,0,重复问题
信号不好吗,请求重复,0,0,0,0,0,0,0,重复问题
信号不好了,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，听不清,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，听不见。,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，听不见,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，听不到,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，你说什么？,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，你说什么,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，没听清,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，等会打给你！,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，大声点,请求重复,0,0,0,0,0,0,0,重复问题
信号不好，,请求重复,0,0,0,0,0,0,0,重复问题
信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我这里信号不好听不清,请求重复,0,0,0,0,0,0,0,重复问题
我这里信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我这里太吵了,请求重复,0,0,0,0,0,0,0,重复问题
我这边在山上信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我这边信号差,请求重复,0,0,0,0,0,0,0,重复问题
我这边信号不好。,请求重复,0,0,0,0,0,0,0,重复问题
我这边信号不好，,请求重复,0,0,0,0,0,0,0,重复问题
我这边信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我这边下雨,请求重复,0,0,0,0,0,0,0,重复问题
我这边太吵听不清,请求重复,0,0,0,0,0,0,0,重复问题
我这边太吵了，你说什么,请求重复,0,0,0,0,0,0,0,重复问题
我这边太吵了,请求重复,0,0,0,0,0,0,0,重复问题
我这边很吵，大声点,请求重复,0,0,0,0,0,0,0,重复问题
我这边很吵,请求重复,0,0,0,0,0,0,0,重复问题
我这边好吵,请求重复,0,0,0,0,0,0,0,重复问题
我这边比较吵。再说一次,请求重复,0,0,0,0,0,0,0,重复问题
我这边比较吵,请求重复,0,0,0,0,0,0,0,重复问题
我在乡下信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我在山上信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我在山里信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我在山里听不见,请求重复,0,0,0,0,0,0,0,重复问题
我在山里听不到,请求重复,0,0,0,0,0,0,0,重复问题
我在马路上听不清,请求重复,0,0,0,0,0,0,0,重复问题
我在飞机上，信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我在飞机上，听不见,请求重复,0,0,0,0,0,0,0,重复问题
我在车站听不清,请求重复,0,0,0,0,0,0,0,重复问题
我在厂里听不到,请求重复,0,0,0,0,0,0,0,重复问题
我再山里，信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我幸好不好,请求重复,0,0,0,0,0,0,0,重复问题
我信号不好,请求重复,0,0,0,0,0,0,0,重复问题
我现在在做车，太吵了,请求重复,0,0,0,0,0,0,0,重复问题
我现在在上班听不清,请求重复,0,0,0,0,0,0,0,重复问题
我外面，听不见,请求重复,0,0,0,0,0,0,0,重复问题
我听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
我听不清,请求重复,0,0,0,0,0,0,0,重复问题
我听不见,请求重复,0,0,0,0,0,0,0,重复问题
我听不到,请求重复,0,0,0,0,0,0,0,重复问题
我手机信号不好！,请求重复,0,0,0,0,0,0,0,重复问题
我手机坏了，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
我没听清呢,请求重复,0,0,0,0,0,0,0,重复问题
我没听清,请求重复,0,0,0,0,0,0,0,重复问题
我刚刚过马路，没听见你说话,请求重复,0,0,0,0,0,0,0,重复问题
我都听不见。你说啥,请求重复,0,0,0,0,0,0,0,重复问题
我的助听器没在身上，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
我到底是接受还是不接受,请求重复,,,0,,,,,重复问题
喂喂这里太吵了,请求重复,0,0,0,0,0,0,0,重复问题
喂喂噪音太大了,请求重复,0,0,0,0,0,0,0,重复问题
喂喂喂喂喂喂,请求重复,0,0,0,0,0,0,0,重复问题
喂喂喂喂喂、、、、,请求重复,0,0,0,0,0,0,0,重复问题
喂喂喂听不到,请求重复,0,0,0,0,0,0,0,重复问题
喂喂喂,请求重复,0,0,0,0,0,0,0,重复问题
喂喂.说话啊,请求重复,0,0,0,0,0,0,0,重复问题
喂说话呀,请求重复,0,0,0,0,0,0,0,重复问题
喂你好你好,请求重复,0,0,0,0,0,0,0,重复问题
喂……,请求重复,0,0,0,0,0,0,0,重复问题
喂，信号不好,请求重复,0,0,0,0,0,0,0,重复问题
喂，喂喂，喂喂喂,请求重复,0,0,0,0,0,0,0,重复问题
喂，喂，喂,请求重复,0,0,0,0,0,0,0,重复问题
喂，喂,请求重复,0,0,0,0,0,0,0,重复问题
为什么不说话,请求重复,0,0,0,0,0,0,0,重复问题
网络不好,请求重复,0,0,0,0,0,0,0,重复问题
外面下雨没听见,请求重复,0,0,0,0,0,0,0,重复问题
外面下雨了么,请求重复,0,0,0,0,0,0,0,重复问题
外面太吵了,请求重复,0,0,0,0,0,0,0,重复问题
外面的天气怎么样，,请求重复,0,0,0,0,0,0,0,重复问题
外面打雷了，听不清,请求重复,0,0,0,0,0,0,0,重复问题
腿太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
头太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
听不清太吵,请求重复,0,0,0,0,0,0,0,重复问题
听不清说什么,请求重复,0,0,0,0,0,0,0,重复问题
听不清说啥子,请求重复,0,0,0,0,0,0,0,重复问题
听不清你说什么,请求重复,0,0,0,0,0,0,0,重复问题
听不清楚哦！,请求重复,0,0,0,0,0,0,0,重复问题
听不清楚你说什么,请求重复,0,0,0,0,0,0,0,重复问题
听不清楚你那边,请求重复,0,0,0,0,0,0,0,重复问题
听不清楚，不知道,请求重复,0,0,0,0,0,0,0,重复问题
听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
听不清,请求重复,0,0,0,0,0,0,0,重复问题
听不见你说话,请求重复,0,0,0,0,0,0,0,重复问题
听不见哈,请求重复,0,0,0,0,0,0,0,重复问题
听不见，你说话,请求重复,0,0,0,0,0,0,0,重复问题
听不见,请求重复,0,0,0,0,0,0,0,重复问题
听不到,请求重复,0,0,0,0,0,0,0,重复问题
听不倒喃？,请求重复,0,0,0,0,0,0,0,重复问题
听不倒。,请求重复,0,0,0,0,0,0,0,重复问题
听不倒，哪个？,请求重复,0,0,0,0,0,0,0,重复问题
太撇了，声音好小哦！,请求重复,0,0,0,0,0,0,0,重复问题
太吵了没听见,请求重复,0,0,0,0,0,0,0,重复问题
太吵了，听不见,请求重复,0,0,0,0,0,0,0,重复问题
太吵了，说大声点,请求重复,0,0,0,0,0,0,0,重复问题
太吵了,请求重复,0,0,0,0,0,0,0,重复问题
太吵咯，等哈哈。,请求重复,0,0,0,0,0,0,0,重复问题
太吵，听不见,请求重复,0,0,0,0,0,0,0,重复问题
太吵,请求重复,0,0,0,0,0,0,0,重复问题
说听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
说什么听不见,请求重复,0,0,0,0,0,0,0,重复问题
说什么听不懂,请求重复,0,0,0,0,0,0,0,重复问题
说什么太吵了,请求重复,0,0,0,0,0,0,0,重复问题
说什么事,请求重复,0,0,0,0,0,0,0,重复问题
说什么呢,请求重复,0,0,0,0,0,0,0,重复问题
说什么东西,请求重复,0,0,0,0,0,0,0,重复问题
说什么,请求重复,0,0,0,0,0,0,0,重复问题
说啥太吵了听不见,请求重复,0,0,0,0,0,0,0,重复问题
说啥呢,请求重复,0,0,0,0,0,0,0,重复问题
说慢点没有听清楚,请求重复,0,0,0,0,0,0,0,重复问题
说慢点,请求重复,0,0,0,0,0,0,0,重复问题
说话呀，怎么不说话,请求重复,0,0,0,0,0,0,0,重复问题
说话清楚点,请求重复,0,0,0,0,0,0,0,重复问题
说话慢点,请求重复,0,0,0,0,0,0,0,重复问题
说话大点声音,请求重复,0,0,0,0,0,0,0,重复问题
说的什么,请求重复,0,0,0,0,0,0,0,重复问题
说的啥子,请求重复,0,0,0,0,0,0,0,重复问题
说的清楚一点,请求重复,0,0,0,0,0,0,0,重复问题
手太大，听不清,请求重复,0,0,0,0,0,0,0,重复问题
手机信号不好，听不清,请求重复,0,0,0,0,0,0,0,重复问题
手机信号不好,请求重复,0,0,0,0,0,0,0,重复问题
手机听筒坏了,请求重复,0,0,0,0,0,0,0,重复问题
声音怎么那么小,请求重复,0,0,0,0,0,0,0,重复问题
声音小听不见,请求重复,0,0,0,0,0,0,0,重复问题
声音太小了听不清,请求重复,0,0,0,0,0,0,0,重复问题
声音太小了,请求重复,0,0,0,0,0,0,0,重复问题
声音断断续续的不知道你在说什么,请求重复,0,0,0,0,0,0,0,重复问题
声音大一点我听不清,请求重复,0,0,0,0,0,0,0,重复问题
声音大点听不清,请求重复,0,0,0,0,0,0,0,重复问题
声音大点，,请求重复,0,0,0,0,0,0,0,重复问题
声音大点,请求重复,0,0,0,0,0,0,0,重复问题
什么意思？,请求重复,0,0,0,0,0,0,0,重复问题
什么呀你在说一遍太吵了,请求重复,0,0,0,0,0,0,0,重复问题
什么声音啊,请求重复,0,0,0,0,0,0,0,重复问题
什么什么,请求重复,0,0,0,0,0,0,0,重复问题
什么没听清楚,请求重复,0,0,0,0,0,0,0,重复问题
什么东西？在说一遍,请求重复,0,0,0,0,0,0,0,重复问题
什么东西,请求重复,0,0,0,0,0,0,0,重复问题
什么啊,请求重复,0,0,0,0,0,0,0,重复问题
什么？信号不好，我听不太清,请求重复,0,0,0,0,0,0,0,重复问题
什么？信号不好，我听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
什么？信号不好，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
什么？信号不好，听不清,请求重复,0,0,0,0,0,0,0,重复问题
什么？信号不好,请求重复,0,0,0,0,0,0,0,重复问题
什么？我听不太清,请求重复,0,0,0,0,0,0,0,重复问题
什么？我听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
什么？我听不清,请求重复,0,0,0,0,0,0,0,重复问题
什么？我是不是你爸,请求重复,0,0,0,0,0,0,0,重复问题
什么？听不太清楚,请求重复,0,0,0,0,0,0,0,重复问题
什么？听不太清,请求重复,0,0,0,0,0,0,0,重复问题
什么？,请求重复,0,0,0,0,0,0,0,重复问题
什么，你再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
什么,请求重复,0,0,0,0,0,0,0,重复问题
山里信号不好,请求重复,0,0,0,0,0,0,0,重复问题
啥子事情喃？,请求重复,0,0,0,0,0,0,0,重复问题
啥子事,请求重复,0,0,0,0,0,0,0,重复问题
啥子哦，干扰这么大。,请求重复,0,0,0,0,0,0,0,重复问题
啥子喃？,请求重复,0,0,0,0,0,0,0,重复问题
啥子呐？,请求重复,0,0,0,0,0,0,0,重复问题
啥子飞蛾蛾？,请求重复,0,0,0,0,0,0,0,重复问题
啥子东东哦？,请求重复,0,0,0,0,0,0,0,重复问题
啥子？,请求重复,0,0,0,0,0,0,0,重复问题
啥子，减好多？,请求重复,0,0,0,0,0,0,0,重复问题
啥子,请求重复,0,0,0,0,0,0,0,重复问题
啥质量哦。,请求重复,0,0,0,0,0,0,0,重复问题
啥信号哦。,请求重复,0,0,0,0,0,0,0,重复问题
啥事喃？,请求重复,0,0,0,0,0,0,0,重复问题
啥事,请求重复,0,0,0,0,0,0,0,重复问题
啥？我听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
啥？我听不清,请求重复,0,0,0,0,0,0,0,重复问题
啥？免啥？,请求重复,0,0,0,0,0,0,0,重复问题
啥？大声点！,请求重复,0,0,0,0,0,0,0,重复问题
啥,请求重复,0,0,0,0,0,0,0,重复问题
你重新说一下刚才没听清,请求重复,0,0,0,0,0,0,0,重复问题
你这是找谁,请求重复,0,0,0,0,0,0,0,重复问题
你这边太吵,请求重复,0,0,0,0,0,0,0,重复问题
你找谁啊,请求重复,0,0,0,0,0,0,0,重复问题
你找谁,请求重复,0,0,0,0,0,0,0,重复问题
你找哪位,请求重复,0,0,0,0,0,0,0,重复问题
你找哪个？,请求重复,0,0,0,0,0,0,0,重复问题
你在说一遍,请求重复,0,0,0,0,0,0,0,重复问题
你在说什么听不见,请求重复,0,0,0,0,0,0,0,重复问题
你在说什么,请求重复,0,0,0,0,0,0,0,重复问题
你在说什么,请求重复,0,0,0,0,0,0,0,重复问题
你在干啥,请求重复,0,0,0,0,0,0,0,重复问题
你在干嘛,请求重复,0,0,0,0,0,0,0,重复问题
你再说一次,请求重复,0,0,0,0,0,0,0,重复问题
你再说一次,请求重复,0,0,0,0,0,0,0,重复问题
你再说一遍我没听清,请求重复,0,0,0,0,0,0,0,重复问题
你再说一遍,请求重复,0,0,0,0,0,0,0,重复问题
你他妈说啊,请求重复,0,0,0,0,0,0,0,重复问题
你说谁,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我在地铁里,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我听不清,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我听不见！,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我听不见,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我没听清啊！,请求重复,0,0,0,0,0,0,0,重复问题
你说什么我没听清,请求重复,0,0,0,0,0,0,0,重复问题
你说什么听不清,请求重复,0,0,0,0,0,0,0,重复问题
你说什么听不见,请求重复,0,0,0,0,0,0,0,重复问题
你说什么事情,请求重复,0,0,0,0,0,0,0,重复问题
你说什么啊,请求重复,0,0,0,0,0,0,0,重复问题
你说什么？我不知道,请求重复,0,0,0,0,0,0,0,重复问题
你说什么？听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
你说什么？没听见,请求重复,0,0,0,0,0,0,0,重复问题
你说什么？,请求重复,0,0,0,0,0,0,0,重复问题
你说什么，信号不好，,请求重复,0,0,0,0,0,0,0,重复问题
你说什么，听不清楚,请求重复,0,0,0,0,0,0,0,重复问题
你说什么，听不清,请求重复,0,0,0,0,0,0,0,重复问题
你说什么,请求重复,0,0,0,0,0,0,0,重复问题
你说什么,请求重复,0,0,0,0,0,0,0,重复问题
你说啥子喃？,请求重复,0,0,0,0,0,0,0,重复问题
你说啥子？,请求重复,0,0,0,0,0,0,0,重复问题
你说啥子,请求重复,0,0,0,0,0,0,0,重复问题
你说啥不认识,请求重复,0,0,0,0,0,0,0,重复问题
你说啥，,请求重复,0,0,0,0,0,0,0,重复问题
你说啥,请求重复,0,0,0,0,0,0,0,重复问题
你说呢？,请求重复,0,0,0,0,0,0,0,重复问题
你说呢,请求重复,0,0,0,0,0,0,0,重复问题
你说哪个喃？,请求重复,0,0,0,0,0,0,0,重复问题
你说慢点,请求重复,0,0,0,0,0,0,0,重复问题
你说话听不清啊,请求重复,0,0,0,0,0,0,0,重复问题
你说话声音太小了,请求重复,0,0,0,0,0,0,0,重复问题
你说话声音能大点吗,请求重复,0,0,0,0,0,0,0,重复问题
你说话声音大一点，,请求重复,0,0,0,0,0,0,0,重复问题
你说话声音大一点,请求重复,0,0,0,0,0,0,0,重复问题
你说话大声点,请求重复,0,0,0,0,0,0,0,重复问题
你说的什么,请求重复,0,0,0,0,0,0,0,重复问题
你说的啥子,请求重复,0,0,0,0,0,0,0,重复问题
你声音太小,请求重复,0,0,0,0,0,0,0,重复问题
你声音好小,请求重复,0,0,0,0,0,0,0,重复问题
你声音大一点,请求重复,0,0,0,0,0,0,0,重复问题
你普通话能标准点吗,请求重复,0,0,0,0,0,0,0,重复问题
你能不能慢点说,请求重复,0,0,0,0,0,0,0,重复问题
你那边有点吵啊,请求重复,0,0,0,0,0,0,0,重复问题
你那边有点吵，听不见,请求重复,0,0,0,0,0,0,0,重复问题
你那边信号不好吧，断断续续的,请求重复,0,0,0,0,0,0,0,重复问题
你那边信号不好啊,请求重复,0,0,0,0,0,0,0,重复问题
你那边信号不好,请求重复,0,0,0,0,0,0,0,重复问题
你那边太吵了，听不见。,请求重复,0,0,0,0,0,0,0,重复问题
你那边太吵了，听不见,请求重复,0,0,0,0,0,0,0,重复问题
你那边太吵了,请求重复,0,0,0,0,0,0,0,重复问题
你那边太吵，听不清。,请求重复,0,0,0,0,0,0,0,重复问题
你那边太吵，听不清,请求重复,0,0,0,0,0,0,0,重复问题
你那边是不是信号不好啊,请求重复,0,0,0,0,0,0,0,重复问题
你那边是不是信号不好,请求重复,0,0,0,0,0,0,0,重复问题
你那边声音太小了，不知道你在说什么,请求重复,0,0,0,0,0,0,0,重复问题
你那边声音太大，听不到你说怎么,请求重复,0,0,0,0,0,0,0,重复问题
你那边很吵,请求重复,0,0,0,0,0,0,0,重复问题
你们说什么啊,请求重复,0,0,0,0,0,0,0,重复问题
你们说话慢点啊,请求重复,0,0,0,0,0,0,0,重复问题
你们继续,请求重复,0,0,0,0,0,0,0,重复问题
你讲我听不懂,请求重复,0,0,0,0,0,0,0,重复问题
你讲什么,请求重复,0,0,0,0,0,0,0,重复问题
你讲啥？,请求重复,0,0,0,0,0,0,0,重复问题
你讲啥,请求重复,0,0,0,0,0,0,0,重复问题
